-2.773574638366699219e+01 4.471807926893234253e-02
-4.141579627990722656e+00 3.018564939498901367e+00
1.902770614624023438e+01 4.184617519378662109e+00
6.384481430053710938e+00 -3.013914108276367188e+00
2.779763936996459961e+00 7.140264034271240234e+00
6.666129827499389648e-01 2.320579528808593750e+00
9.104982376098632812e+00 -3.388977348804473877e-01
-1.205501747131347656e+01 4.494563579559326172e+00
-1.019114589691162109e+01 7.219016551971435547e+00
4.298451423645019531e+00 8.684608459472656250e+00
1.300485801696777344e+01 5.695791244506835938e+00
3.128950357437133789e+00 -7.388021469116210938e+00
-1.544333839416503906e+01 1.023144245147705078e+01
-1.019606018066406250e+01 9.654481887817382812e+00
-1.193134403228759766e+01 3.002879381179809570e+00
-1.670252084732055664e+00 -1.156778240203857422e+01
1.027287673950195312e+01 -3.263210296630859375e+00
-5.125425457954406738e-01 1.234270668029785156e+01
1.189921760559082031e+01 -1.205593204498291016e+01
-1.410029530525207520e+00 -5.394347190856933594e+00
5.134956359863281250e+00 1.549537277221679688e+01
-9.557968139648437500e+00 -1.315124511718750000e+00
-2.026558303833007812e+01 -1.969573783874511719e+01
9.602618217468261719e+00 1.115940952301025391e+01
7.076457977294921875e+00 -1.600859069824218750e+01
-3.130389690399169922e+00 -5.491693496704101562e+00
3.120581433176994324e-02 -1.767620086669921875e+01
1.138381361961364746e+00 1.205576896667480469e+01
1.083679050207138062e-01 1.970998382568359375e+01
-4.222282886505126953e+00 -5.574899673461914062e+00
-2.712106227874755859e+00 1.526067733764648438e+01
9.805437177419662476e-03 1.972646331787109375e+01
-1.041303157806396484e+01 7.214532375335693359e+00
2.148383331298828125e+01 3.969026088714599609e+00
-8.898509979248046875e+00 5.106266021728515625e+00
9.950187683105468750e+00 -1.021468067169189453e+01
9.394379615783691406e+00 7.455672740936279297e+00
3.919152736663818359e+00 2.642623901367187500e+00
-1.350685596466064453e+01 -1.911436653137207031e+01
2.058590888977050781e+00 2.991892099380493164e+00
9.917291641235351562e+00 -5.579742431640625000e+00
1.132263183593750000e+01 -2.620701789855957031e+00
-1.093468570709228516e+01 -6.795667577534914017e-03
7.730169296264648438e+00 -8.350533485412597656e+00
-2.434689283370971680e+00 2.216332244873046875e+01
-6.041250705718994141e+00 1.586920642852783203e+01
-9.722335815429687500e+00 -1.226194053888320923e-01
-6.746423721313476562e+00 -4.364558219909667969e+00
5.830960750579833984e+00 -1.577604389190673828e+01
-5.714202880859375000e+00 2.557790756225585938e+01
-3.572047352790832520e-01 -6.531454086303710938e+00
1.132177734375000000e+01 -1.051863574981689453e+01
7.990427970886230469e+00 1.955772209167480469e+01
-1.966001868247985840e+00 -5.888699531555175781e+00
2.434239387512207031e+01 4.159421443939208984e+00
-5.908899784088134766e+00 -5.560864448547363281e+00
-6.772756099700927734e+00 1.335087394714355469e+01
7.720062732696533203e+00 -1.242998695373535156e+01
9.199607849121093750e+00 2.088124275207519531e+01
1.293520927429199219e+01 4.875567436218261719e+00
-1.275375175476074219e+01 -1.290265274047851562e+01
1.602304840087890625e+01 1.575728416442871094e+01
-1.026542568206787109e+01 4.753365993499755859e+00
1.481278800964355469e+01 -1.383645248413085938e+01
-6.111934185028076172e+00 -1.363407993316650391e+01
-1.086074733734130859e+01 -9.754182815551757812e+00
-1.143201637268066406e+01 6.894557952880859375e+00
8.047049522399902344e+00 -2.604573726654052734e+00
5.242227554321289062e+00 3.701462507247924805e+00
-1.671352624893188477e+00 -1.707880210876464844e+01
-1.382337188720703125e+01 1.543789386749267578e+01
3.793883025646209717e-01 -9.725730895996093750e+00
-1.373426055908203125e+01 -2.169420242309570312e+00
9.416376113891601562e+00 1.367624282836914062e+00
-1.427055358886718750e+01 -1.650477409362792969e+00
-1.317659473419189453e+01 -8.992052078247070312e+00
-6.271523952484130859e+00 4.911970615386962891e+00
-5.783822059631347656e+00 -3.765307664871215820e+00
4.810369014739990234e+00 -1.514110469818115234e+01
5.055557250976562500e+00 -7.864871978759765625e+00
-9.233749389648437500e+00 4.565253734588623047e+00
9.527906417846679688e+00 -1.388258361816406250e+01
-2.713636159896850586e+00 -1.250660514831542969e+01
3.609298229217529297e+00 1.218042945861816406e+01
4.675107955932617188e+00 -1.360239028930664062e+01
-4.386517524719238281e+00 3.261252403259277344e+00
-4.538515567779541016e+00 2.272598028182983398e+00
1.173758316040039062e+01 -1.408059597015380859e+01
-4.115124344825744629e-01 1.787476539611816406e+00
5.753399848937988281e+00 -9.024340629577636719e+00
-9.969238281250000000e+00 2.064800262451171875e+01
1.194853687286376953e+01 3.870663166046142578e+00
4.253255367279052734e+00 6.499457359313964844e+00
9.854384422302246094e+00 -1.193070507049560547e+01
-2.342591762542724609e+00 2.173533678054809570e+00
5.294780731201171875e-01 6.731654167175292969e+00
-7.057028293609619141e+00 -5.560604095458984375e+00
9.568789482116699219e+00 1.199084472656250000e+01
-2.201551675796508789e+00 -1.954618215560913086e+00
9.215527534484863281e+00 -4.112149238586425781e+00
-3.562019348144531250e+00 -9.031135559082031250e+00
-5.401283264160156250e+00 1.943035888671875000e+01
1.546493053436279297e+01 2.182575035095214844e+01
-1.271732330322265625e+01 5.133726119995117188e+00
6.175894260406494141e+00 -1.267495632171630859e+00
1.925793457031250000e+01 -2.637277126312255859e+00
1.795944976806640625e+01 9.528028488159179688e+00
-9.230926513671875000e+00 -7.056057929992675781e+00
4.014508128166198730e-01 4.501002788543701172e+00
1.748661804199218750e+01 4.142107009887695312e+00
9.522714614868164062e+00 -5.882243156433105469e+00
-6.690306663513183594e-01 -3.185901165008544922e+00
-9.710313796997070312e+00 3.236140966415405273e+00
7.037025451660156250e+00 4.229809761047363281e+00
1.106643772125244141e+01 -3.370465993881225586e+00
1.943560981750488281e+01 -5.107981681823730469e+00
-5.584634780883789062e+00 -8.766748428344726562e+00
1.458842468261718750e+01 6.842205524444580078e+00
1.168305969238281250e+01 -4.205103397369384766e+00
1.939572906494140625e+01 2.110454082489013672e+00
-1.356892585754394531e+01 -1.496441745758056641e+01
9.396974563598632812e+00 -5.511748313903808594e+00
-1.013327789306640625e+01 -4.607534885406494141e+00
1.345611667633056641e+01 6.805926322937011719e+00
-9.990102052688598633e-01 5.833956718444824219e+00
-9.265800476074218750e+00 9.778165817260742188e+00
1.711322593688964844e+01 -1.008535289764404297e+01
1.495492553710937500e+01 -1.983913421630859375e+00
